measurement,measurement_2,class
88125,48281,k
75834,40729,k
72343,34687,k
73073,41250,k
116927,76354,k
67761,38541,k
78073,41250,k
71667,44792,k
65521,39687,k
9948,276511,k
79323,41458,k
78385,40989,k
112552,77292,k
72708,39114,k
70886,39427,k
54844,30156,k
69792,37605,k
78906,414583,k
66615,25365,k
76614,40261,k
69947,40156,k
68489,39063,k
80521,48438,k
81198,52292,k
8958,460886,k
79323,32760,k
79844,49532,k
70104,37968,k
74636,32500,k
67031,99011,k
62656,37865,k
69843,37188,k
67864,36198,k
75677,39844,k
74844,39166,k
103177,61146,k
71146,39063,k
71771,39947,k
80729,47239,k
73541,30521,k
79635,33073,k
63855,39948,k
77031,38385,k
68802,43542,k
80782,47969,k
71354,38437,k
64739,40000,k
51198,22188,l
52760,22292,l
47031,22864,l
48750,19844,l
119948,22135,l
34115,19791,l
56145,21979,l
10260,23854,l
57761,22395,l
61562,27500,l
47656,21875,l
63073,21719,l
42396,20572,l
57240,21042,l
56667,25417,l
42500,19740,l
51927,21041,l
95208,22813,l
89948,30104,l
52813,22448,l
36042,21562,l
47604,20938,l
60261,56406,l
57344,22240,l
50833,20573,l
63021,22396,l
72656,40417,l
51458,22865,l
41927,21406,l
56094,22447,l
45573,23281,l
54323,28386,l
52344,31302,l
81145,46198,l
57032,22917,l
56927,23230,l
53958,20885,l
57656,20885,l
68958,45937,l
63229,24740,l
51563,23593,l
46563,22187,l
41406,19688,l
59584,24115,l
59323,22083,l
49896,24636,l
55990,20573,l
58021,20573,l
41719,20156,l
53958,21197,l
48125,22032,l
45678,20261,l
40209,22240,l
48281,22813,l
24115,33802,l
55105,23282,l
55677,22344,l
56563,22604,l
75521,27760,l
48958,22084,l
60468,21093,l
54791,21146,l
45469,19375,l
46198,12657,l
58333,30261,l
56146,30105,l
63073,31614,l
49427,21927,l
55156,22291,l
54167,114687,l
57239,23490,l
57291,22708,l
45261,19948,l
76979,57396,l
63698,22708,l
47448,21562,l
62969,21614,l
71094,23385,l
57656,21927,l
44792,20052,l
59219,35729,l
57240,21980,l
59479,24688,l
48386,23282,l
53541,20313,l
51927,21511,l
46823,65156,l
57136,32187,l
81667,60469,l
82604,21771,l
48230,19688,l
57396,23437,l
55885,22448,l
52344,20729,l
66927,31302,l
50365,19583,l
46406,21302,l
58073,21719,l
53073,24114,l
52709,18334,l
51198,20938,l
55312,22292,l
11927,22031,l
53750,23281,l
57864,31250,l
59531,26511,l
60781,22187,l
54011,22239,l
62917,23698,l
89479,25990,l
56042,23437,l
49948,25833,l
71719,40833,l
63334,22709,l
106979,72865,l
32709,31458,l
52031,32656,l
54844,23594,l
59688,23385,l
54948,29271,l
57552,22865,l
55417,23177,l
21927,21511,l
54167,29271,l
55104,20886,l
55261,22812,l
50572,28750,l
50209,22447,l
63073,25052,l
47292,29427,l
23333,20729,l
57917,23281,l
59740,24219,l
62239,23386,l
53386,31718,l
78854,27500,l
87344,59270,l
57292,23906,l
83073,91510,l
22291,68281,l
48594,35677,l
49739,23281,l
65365,30833,l
96719,25834,l
56458,25834,l
61042,31146,l
58281,22448,l
55469,23177,l
52240,25052,l
58177,23541,l
55781,22604,l
57292,28958,l
46719,21406,l
56823,23125,l
51197,21198,l
67552,39427,l
52344,21615,l
48802,23437,l
62344,23698,l
54323,29896,l
61771,31667,l
51770,22865,l
57813,22916,l
55313,22136,l
51928,24323,l
54531,30938,l
56666,31615,l
57291,22240,l
62136,31406,l
50052,24688,l
51823,22604,l
64688,26719,l
48958,21823,l
50521,22969,l
49167,21667,l
51354,23333,l
54166,22031,l
57969,30833,l
56719,21667,l
60677,22709,l
59635,20520,l
57864,21459,l
55104,22604,l
55364,21719,l
57083,22708,l
60312,29531,l
52656,22812,l
59427,20730,l
65469,22865,l
58594,24114,l
55520,21718,l
57188,21980,l
41823,20104,l
56458,21198,l
57760,22240,l
73750,47396,q
83178,45052,q
72968,37865,q
79531,47865,q
76406,47136,q
75989,40573,q
75208,49063,q
81666,56510,q
24062,40677,q
68438,38489,q
103854,79167,q
65000,38229,q
73646,49687,q
73229,38177,q
71041,39844,q
63281,21719,q
65520,36875,q
75052,43906,q
90365,49010,q
63490,36511,q
75990,39062,q
75260,29740,q
74479,38489,q
70364,42084,q
93437,57865,q
86510,42501,q
102239,64948,q
64948,42188,q
70208,39114,q
56302,34375,q
60729,34322,q
95782,56250,q
80781,37552,q
73542,30468,q
70156,41302,q
73646,37500,q
61563,39427,q
90052,51406,q
82969,48229,q
76303,46093,q
64428,37708,q
74635,48594,q
61354,36823,q
67084,28646,q
56667,34010,q
55104,31354,q
88542,57395,q
87187,47240,q
64114,36666,q
86302,50052,q
78438,43906,q
76719,40416,q
86823,58698,q
81041,46979,q
80833,49115,q
73020,37187,q
125781,101354,q
62083,34011,q
72188,36823,q
76459,31407,q
69792,42917,q
107500,64479,q
63385,35990,q
78333,46979,q
91875,49531,q
72917,37708,q
80573,46771,q
53125,45469,q
21979,38073,q
59792,35886,q
147188,54114,q
91563,47136,q
79948,45886,q
81563,46927,q
71511,41146,q
63906,30000,q
67032,21198,q
88125,50937,q
116615,45521,q
13333,41927,q
79479,39792,q
99636,40469,q
79583,42968,q
71198,41823,q
60313,35364,q
84271,41979,q
76666,47969,q
81979,48646,q
67083,35260,q
58437,33489,q
83646,47448,q
72865,46666,q
68542,37709,q
64896,43281,q
90156,52240,q
63802,30052,q
72657,38385,q
77760,46406,q
90312,55000,q
90729,46719,q
78333,42396,q
87083,48177,q
86302,41771,q
81875,38802,q
81510,46615,q
94948,62396,q
96927,49531,q
88802,49531,q
84010,40365,q
89636,407969,q
79011,47656,q
78541,56770,q
87083,54375,q
24375,46875,q
89063,49792,q
83542,46406,q
84115,50416,q
107708,82604,q
82083,45156,q
77292,48541,q
81823,36979,q
93958,60834,q
91250,46875,q
82812,50365,q
85886,45365,q
64010,38385,q
78542,46458,q
93802,48750,q
84896,43750,q
86459,47657,q
61458,37657,q
21719,46302,q
81146,44479,q
88594,54427,q
143073,91197,q
81875,46979,q
9635,47657,q
90833,46667,q
84218,57135,q
91146,23177,q
80000,43802,q
132344,94792,q
83490,44792,q
132448,63177,q
80157,45990,q
86615,47344,q
76198,47500,q
119010,128698,q
19947,44583,q
91042,46458,q
81250,21354,q
69062,39584,q
100625,36614,q
87656,47708,q
91823,49167,q
76302,22239,q
92657,49688,q
85364,48073,q
86666,47239,q
78646,22656,q
104219,86875,q
88698,61979,q
87448,48333,q
82239,56093,q
84636,46719,q
77604,55208,q
79479,48333,q
79114,50521,q
80729,52292,q
87291,90260,q
94688,54479,q
80729,52969,q
86979,51458,q
81615,41510,q
93177,56667,q
84635,47864,q
86042,54792,q
91198,57084,q
80208,44115,q
79270,46771,q
85052,48021,q
83021,45885,q
126146,89896,q
81406,47396,q
120573,90157,q
85000,12240,q
83334,47292,q
76406,45886,q
85938,53907,q
82917,47343,q
83855,56250,q
87083,40365,q
81458,49063,q
75208,31458,t
58594,28073,t
14739,29010,t
55469,28854,t
61198,23802,t
78021,31614,t
71979,37083,t
67344,27709,t
65573,29635,t
63958,36771,t
50782,27864,t
73386,32240,t
56146,21615,t
60260,34062,t
62395,27135,t
61250,31407,t
67760,31093,t
91198,21302,t
51875,28646,t
63541,30677,t
11510,30781,t
66354,19948,t
77135,33542,t
13073,33698,t
71198,29635,t
57240,28906,t
49167,29688,t
58907,32656,t
50417,19843,t
67239,29844,t
65417,28802,t
65000,30989,t
61980,30625,t
63646,31823,t
43490,30677,t
65104,40260,t
63593,30000,t
82657,43855,t
67605,20208,t
65989,35156,t
21302,22604,t
109739,30052,t
62292,30156,t
63334,266823,t
56146,20417,t
205312,118229,t
24114,31042,t
69375,30521,t
70260,31614,t
49792,28386,t
66146,22760,t
67968,29687,t
123594,51354,t
83959,46666,t
66354,32188,t
56302,35156,t
80209,48646,t
70885,30885,t
59062,29479,t
61927,29322,t
22396,24636,t
63281,30833,t
75729,32917,t
61406,31146,t
82187,47344,t
68854,38594,t
65416,37188,t
92136,56667,t
55208,30260,t
65209,27083,t
62136,31511,t
61823,28907,t
72760,39792,t
84583,21302,t
18750,38386,t
72917,41406,t
73645,37344,t
65573,23646,t
21094,31354,t
73750,38750,t
56302,417552,t
58698,22135,t
86875,38073,t
55364,21823,t
62709,30625,t
53854,20833,t
23125,31250,t
80469,42604,t
90520,28802,t
62812,31354,t
67968,45365,t
66875,31250,t
67968,38177,t
73021,38802,t
65938,39948,t
75573,33490,t
68073,39531,t
73438,39375,t
111719,77708,t
77187,45469,t
65937,37083,t
77500,38021,t
66354,31667,t
105990,69114,t
67813,31458,t
75573,31563,t
78073,30833,t
76511,32239,t
80469,30365,t
74219,40052,t
67344,32240,t
69635,31406,t
63229,32708,t
77865,30730,t
74010,38177,t
71406,31510,t
73385,38125,t
87031,21354,t
73854,30834,t
71198,35729,t
75834,37968,t
92969,62969,t
68958,28177,t
61771,29427,t
73177,38646,t
67760,32292,t
90156,49427,t
71771,31667,t
70573,39843,t
66198,37917,t
78385,32708,t
64792,38489,t
70625,31146,t
110469,33698,t
74011,31302,t
73385,30834,t
71719,31979,t
72344,30781,t
79062,30833,t
68177,30208,t
72812,31875,t
70729,38959,t
74739,30938,t
63594,36719,t
72188,38125,t
22865,28750,t
21302,29740,t
74271,38490,t
65104,30313,t
81875,46928,t
67188,30938,t
71875,38021,t
68802,34219,t
111875,77656,t
69584,33490,t
69114,32187,t
67240,32291,t
69219,36198,t
68959,30417,t
93959,49687,t
64740,30938,t
80573,39895,t
78073,40312,t
81094,47552,t
85938,32187,t
10520,9635,t
74792,31354,t
86198,41823,t
78073,41563,t
76719,43281,t
74062,38073,t
73438,38750,t
67239,35312,t
72135,38542,t
66667,31875,t
74791,22292,t
88073,46927,t
80417,28958,t
85312,32396,t
86458,30053,t
78437,45052,t
9115,31094,t
77657,40156,t
79896,33490,t
73229,36458,t
129271,33855,t
13281,51458,v
52656,27343,v
56406,31250,v
70885,39740,v
89531,36354,v
70260,30886,v
60937,29010,v
79062,38646,v
69375,39115,v
54011,28594,v
55052,29375,v
57657,35313,v
64219,31614,v
74583,38854,v
62084,33125,v
49114,27187,v
63958,38750,v
65990,24063,v
64166,38490,v
75000,45208,v
63229,30520,v
61927,33906,v
52344,27708,v
64115,32187,v
53177,21562,v
69636,38177,v
56354,43385,v
73386,32344,v
96979,153594,v
22396,29270,v
79219,46354,v
64427,30365,v
54792,32761,v
50989,29114,v
61927,30260,v
54896,30000,v
69480,48333,v
69375,37500,v
52344,26823,v
31719,30000,v
65365,39115,v
72500,31927,v
62917,37917,v
64688,30416,v
84739,21979,v
143698,20886,v
10365,39531,v
20416,28750,v
9167,29844,v
63073,35105,v
69271,29480,v
78594,53646,v
53698,30990,v
72864,38489,v
81146,46198,v
63906,22083,v
78646,39427,v
73229,45208,v
63698,29166,v
70730,43177,v
65885,29896,v
123333,23802,v
66355,32969,v
52813,36042,v
51927,21562,v
57760,31615,v
23021,38750,v
88437,46094,v
84531,47083,v
69896,37448,v
67239,28125,v
67812,39323,v
56928,37968,v
67396,31459,v
71667,38593,v
66510,39479,v
66042,33959,v
69948,38333,v
63333,37657,v
65156,30521,v
68541,35260,v
61823,38334,v
64219,24062,v
82917,47969,v
68646,30730,v
58594,30104,v
55625,30209,v
65521,31302,v
62292,31927,v
62916,36354,v
68490,37083,v
63125,32239,v
52344,22864,v
67500,30677,v
67917,34114,v
64531,30468,v
64271,32656,v
66614,40365,v
67604,33854,v
64583,44896,v
79375,49375,v
60417,32552,v
73281,30520,v
74844,22656,v
59636,31510,v
63490,37917,v
70365,39218,v
65729,39114,v
71615,40000,v
69843,30417,v
69114,29740,v
61354,39010,v
23125,214844,v
69271,37604,v
67864,41927,v
75052,46406,v
67240,39480,v
60990,31979,v
69584,36927,v
70729,32552,v
69062,42552,v
70052,40521,v
66667,37500,v
63229,30312,v
69635,28698,v
71146,37656,v
72969,43594,v
63854,36041,v
66198,38593,v
71458,33229,v
68593,37656,v
67552,39271,v
70365,40521,v
69635,36250,v
72865,31354,v
70156,46823,v
75885,39636,v
69010,36980,v
71459,32291,v
73698,46771,v
69844,38958,v
73906,38229,v
77865,39896,v
70469,45104,v
10000,35834,v
80521,54584,v
70052,40156,v
68073,38542,v
74739,38541,v
70625,38438,v
113594,85677,v
73438,39948,v
69635,32032,v
66042,31354,v
74740,38542,v
64844,37656,v
76823,40677,v
65365,36250,v
66615,21719,v
63438,20729,v
69531,38385,v
62448,37084,v
70833,32240,v
66093,40833,v
72291,34375,v
71094,38229,v
69063,35781,v
86354,52136,v
70573,41146,v
75989,38281,v
82292,40260,v
23021,38802,v
77344,40417,v
55261,40052,v
66615,30937,v
76302,45677,v
71041,30417,v
73646,39323,v
72500,39427,v
73229,49687,v
71563,34635,v
62812,37448,v
79063,32084,v
13646,41615,v
64480,36198,v
69948,30677,v
71719,31198,v
65677,38021,v
9479,32604,v
72084,39271,v
9583,40000,v
66928,38281,v
68645,37396,v
73385,37083,x
69063,30885,x
89739,47083,x
63230,31510,x
64427,31459,x
16563,43281,x
65209,39688,x
70313,38073,x
68541,32396,x
73073,39635,x
81093,49792,x
65365,31145,x
63906,30156,x
76094,43333,x
93282,31875,x
62864,31146,x
57917,27813,x
62188,30468,x
64323,31718,x
73490,38906,x
73698,31562,x
91875,48489,x
62708,30521,x
72813,37865,x
68125,39166,x
57500,26667,x
61302,28802,x
62344,31614,x
61615,36979,x
72448,37032,x
65729,37604,x
80104,285208,x
47865,30312,x
55157,29531,x
67708,41198,x
71875,38021,x
65938,38958,x
48906,27239,x
49323,27188,x
55520,36771,x
68281,32917,x
95052,39323,x
74218,39010,x
21406,41875,x
68178,31562,x
64167,37135,x
22240,38750,x
104063,53333,x
62916,42969,x
58854,29167,x
64219,30521,x
61146,35990,x
56198,26458,x
22188,33281,x
9791,30104,x
63490,38281,x
74636,39167,x
73803,37917,x
74636,38750,x
21197,31250,x
73125,40313,x
71354,37500,x
24166,39218,x
77760,41459,x
64635,29740,x
68645,39531,x
76198,39687,x
64740,33750,x
61771,30625,x
60104,43698,x
64167,38386,x
65573,38177,x
103386,33021,x
61719,28646,x
72240,39791,x
65052,38438,x
56979,22708,x
69636,38542,x
76980,49010,x
62552,38698,x
63021,36875,x
76563,40312,x
59219,29844,x
91927,22448,x
69323,30625,x
89427,39583,x
92031,45364,x
102240,54375,x
69479,38802,x
74271,20000,x
78959,39948,x
62656,38542,x
102917,21927,x
68333,38959,x
68646,34739,x
56458,30625,x
71614,39167,x
101406,61614,x
78750,47604,x
67500,39687,x
74687,37864,x
76979,39740,x
64896,34791,x
11510,12760,x
9948,39011,x
84375,49896,x
55729,30625,x
96302,51042,x
69844,38854,x
76771,47500,x
79843,39844,x
81250,37240,x
85625,36615,x
75312,21771,x
105834,71407,x
66302,33385,x
80156,47552,x
78906,38750,x
73229,39531,x
72864,26354,x
76719,38802,x
89739,41146,x
73594,31718,x
73385,38542,x
60937,29740,x
67813,39583,x
78177,45469,x
84479,44635,x
10208,29270,x
116198,32917,x
72031,39583,x
73594,40209,x
72761,42395,x
73646,36562,x
93750,39844,x
76198,46302,x
62187,35781,x
74167,40156,x
68854,36302,x
78959,46562,x
125208,70312,x
61042,33750,x
78229,41093,x
87760,39427,x
74114,34740,x
87552,47709,x
64271,38646,x
78646,46302,x
70833,236667,x
66563,38490,x
64167,30885,x
82083,37604,x
70365,46094,x
81250,37760,x
68854,37605,x
70521,47761,x
77605,38125,x
86302,30782,x
76719,41458,x
63073,39063,x
22084,39167,x
72292,31563,x
68177,42083,x
70104,33594,x
75260,41094,x
168125,74948,x
65104,39166,x
74531,38854,x
77240,45208,x
92083,35781,x
71198,41303,x
71511,39688,x
73489,42188,x
72083,38541,x
95209,33698,x
89688,40157,x
79636,44427,x
23854,41718,x
69948,37500,x
68541,39635,x
71407,38177,x
71927,32083,x
73854,40208,x
73177,39532,x
67604,21250,x
74427,40625,x
86146,51042,x
91459,47240,x
75209,40052,x
73854,38906,x
81719,37917,x
74740,31406,y
78333,24062,y
66093,35104,y
67813,35000,y
80105,46094,y
73385,36875,y
71042,39166,y
69323,38229,y
72032,34948,y
84531,52240,y
80208,45364,y
62917,26666,y
24583,41459,y
82396,47708,y
73125,43854,y
68281,23489,y
78438,43542,y
72500,39948,y
178645,36198,y
22240,49948,y
62916,39010,y
61927,36042,y
69844,43386,y
81406,38594,y
84010,46979,y
72917,46927,y
59166,36093,y
69531,38541,y
41511,39010,y
74115,37708,y
82343,51875,y
84635,39375,y
76927,46406,y
70677,38073,y
78490,44011,y
76823,45156,y
89375,36979,y
102917,63334,y
81562,48333,y
68177,32968,y
78542,40260,y
83803,46615,y
82448,49896,y
61875,35782,y
90469,57864,y
72031,42813,y
17344,47187,y
65990,19115,y
71094,39323,y
71719,39375,y
75208,48177,y
95157,57396,y
96198,41719,y
69375,38646,y
82448,48698,y
82969,46511,y
75000,44583,y
141823,229167,y
98541,55938,y
78438,46094,y
72864,39740,y
65938,35938,y
89896,48229,y
78594,44375,y
78072,41303,y
79323,46094,y
77500,42813,y
69792,37084,y
74428,48177,y
114166,48802,y
87031,47761,y
74271,89635,y
79740,46042,y
65052,31459,y
75937,44636,y
73906,31094,y
76615,41719,y
82500,42708,y
70104,44740,y
69948,37761,y
68854,48333,y
71927,37656,y
77604,46979,y
69687,39427,y
85677,49531,y
70677,40990,y
81302,37240,y
76302,38907,y
61510,117292,y
80677,39167,y
67864,30417,y
73125,24636,y
70729,42813,y
68542,29323,y
65052,33958,y
89792,22656,y
11250,40625,y
166094,121770,y
86927,49844,y
149010,22396,y
88177,44635,y
80417,52656,y
125677,48750,y
98855,55521,y
92500,46458,y
78698,50781,y
104531,43646,y
115417,48229,y
86093,43333,y
91979,51563,y
16250,40677,y
103698,45573,y
85313,46458,y
89375,49844,y
83854,40729,y
89948,43594,y
139219,23698,y
87760,49115,y
25209,80573,y
76406,22605,y
82657,48177,y
87344,39479,y
87396,44532,y
82708,46302,y
86771,44636,y
83386,45261,y
77865,46042,y
82864,48594,y
87188,41302,y
11927,40781,y
75313,46250,y
85729,45781,y
92291,62291,y
88802,46302,y
79219,48229,y
76614,45990,y
88906,57084,y
90729,44271,y
94375,48333,y
131614,82344,y
97395,73698,y
105885,63803,y
94323,23854,y
96562,56562,y
80729,47032,y
80573,36927,y
95833,47291,y
104427,42448,y
95885,47812,y
86302,47813,y
85260,44843,y
86198,38438,y
81771,48072,y
98437,55677,y
82344,43750,y
80833,38802,y
82969,45625,y
81302,54688,y
81614,45520,y
82917,40625,y
88750,52083,y
83177,46823,y
96563,56510,y
87344,45000,y
75416,48646,y
90417,41302,y
80208,46198,y
141719,51354,y
95625,50365,y
67760,28281,y
85052,40625,y
91822,48855,y
78177,45625,y
75000,39896,y
78907,46667,y
25573,60104,y
99219,47136,y
82031,50104,y
84167,52917,y
90833,53437,y
86615,47188,y
78802,41719,y
69271,39635,y
90730,47136,y
74375,43177,y
84792,37656,y
82188,46146,y
84896,53282,y
94115,51302,y
82396,46458,y
82968,43437,y
87656,56198,y
81771,45677,y
44114,20730,z
64218,20156,z
56875,28906,z
99427,46250,z
64010,29167,z
33959,31146,z
56615,21927,z
56614,31354,z
54011,21615,z
61615,21614,z
58802,32396,z
53385,27083,z
57344,22292,z
60938,40052,z
13125,201719,z
55469,21406,z
67708,32448,z
62136,40573,z
68802,31823,z
67240,29479,z
48229,19843,z
23281,30261,z
10781,35782,z
49063,20104,z
55989,22240,z
65365,23125,z
52083,28697,z
59740,28333,z
11875,22865,z
61041,23958,z
62656,23698,z
33229,22812,z
59739,30416,z
49844,27917,z
20313,28594,z
63697,29740,z
60886,36198,z
61823,22656,z
67187,33750,z
58594,29948,z
66407,23750,z
61042,30782,z
62084,28854,z
82916,37292,z
58490,30938,z
52968,24479,z
67344,23698,z
23386,22083,z
64687,39114,z
69323,43073,z
59375,29740,z
62136,25312,z
56510,30990,z
64219,31250,z
43281,20000,z
58230,31823,z
65000,30573,z
98125,37083,z
11406,30938,z
47812,30521,z
53802,22239,z
56927,30052,z
63959,22500,z
52864,20261,z
57187,21718,z
135573,29167,z
59843,31197,z
49844,22813,z
12344,22032,z
68438,22813,z
51823,29531,z
52968,24896,z
58073,23802,z
64167,30208,z
71198,37604,z
48958,28802,z
10469,47761,z
65781,31093,z
61667,27760,z
56094,28802,z
78490,426667,z
87188,43438,z
65052,32448,z
56927,28386,z
11406,12240,z
64583,33594,z
51875,28281,z
55678,22552,z
57709,29687,z
55416,20886,z
63282,22656,z
56458,30938,z
68281,45156,z
65990,30416,z
68958,23750,z
64531,29896,z
59532,27239,z
68959,30885,z
56198,30521,z
64635,31510,z
64584,29740,z
59740,29895,z
62812,28645,z
59479,38541,z
59479,28072,z
52865,23125,z
56407,30625,z
93750,31823,z
70572,29062,z
57500,30468,z
27604,78489,z
61250,33802,z
62708,31094,z
65157,30209,z
54062,26719,z
57969,30417,z
70885,31406,z
64166,31667,z
62500,30625,z
80833,40208,z
67188,30834,z
60833,30261,z
64323,31823,z
57969,31458,z
65313,29427,z
55937,23230,z
62344,32969,z
64948,39114,z
66563,23386,z
63073,31719,z
65625,30208,z
61823,28907,z
66927,32916,z
63958,30469,z
60729,26979,z
54792,22239,z
62604,30677,z
58750,30886,z
58489,32083,z
93698,31823,z
75573,45209,z
62760,31927,z
64687,32084,z
67240,30364,z
69740,30573,z
74687,38959,z
64323,31823,z
66406,35625,z
67136,24010,z
67604,32083,z
77083,38750,z
52760,27968,z
66458,35834,z
78906,31927,z
68958,40729,z
66042,29375,z
67188,30000,z
68958,31927,z
69688,38437,z
87240,49271,z
78959,22552,z
9792,484479,z
74479,34115,z
68959,31510,z
64740,28385,z
60416,31667,z
64740,29635,z
69270,32292,z
64896,32344,z
69375,30989,z
64167,27917,z
80053,42760,z
62552,31927,z
70885,31719,z
56406,30365,z
61250,30937,z
55885,29271,z
70156,36354,z
59062,30521,z
64323,29687,z
63177,33802,z
88229,40781,z
57708,30938,z
66927,33177,z
63907,30104,z
83906,30989,z
57553,30573,z
58125,29531,z
56302,29740,z
59479,30937,z
